".id","iso3c","PC1","PC2","labels","join.on"
"Security","ARE",1.61,-0.91,"H","Security H"
"Security","ARG",0.79,0.59,"G","Security G"
"Security","ARM",1.52,-0.31,"H","Security H"
"Security","AUS",2.01,-0.88,"H","Security H"
"Security","AUT",2.33,-0.95,"H","Security H"
"Security","AZE",0.39,-0.06,"G","Security G"
"Security","BDI",-0.52,0.93,"E","Security E"
"Security","BEL",2.73,-1.87,"H","Security H"
"Security","BEN",0.41,0.77,"G","Security G"
"Security","BFA",0.18,0.89,"G","Security G"
"Security","BGD",-0.98,0.53,"E","Security E"
"Security","BGR",1.39,-1.16,"H","Security H"
"Security","BHR",0.7,-1.31,"H","Security H"
"Security","BIH",1.07,-0.29,"G","Security G"
"Security","BLR",0.61,-0.13,"G","Security G"
"Security","BOL",0.32,1.01,"G","Security G"
"Security","BRA",-0.22,0.69,"E","Security E"
"Security","BRB",2,-0.04,"H","Security H"
"Security","BTN",0.45,2.06,"F","Security F"
"Security","BWA",1.4,0.42,"G","Security G"
"Security","CAF",-5.09,-1.27,"B","Security B"
"Security","CAN",2.1,-1.52,"H","Security H"
"Security","CHE",2.31,-0.79,"H","Security H"
"Security","CHL",1.56,-1.01,"H","Security H"
"Security","CHN",-0.49,-0.57,"E","Security E"
"Security","CIV",-1.08,1.01,"E","Security E"
"Security","CMR",-0.98,0.56,"E","Security E"
"Security","COD",-3.3,1.58,"C","Security C"
"Security","COG",-0.05,1.2,"E","Security E"
"Security","COL",-2.83,0.37,"C","Security C"
"Security","COM",-1.12,1.29,"E","Security E"
"Security","CPV",0.88,0.86,"G","Security G"
"Security","CRI",1.49,1.63,"G","Security G"
"Security","CUB",0.89,-0.11,"G","Security G"
"Security","CYP",0.75,-1.55,"H","Security H"
"Security","CZE",2.11,-1.82,"H","Security H"
"Security","DEU",2.04,-1.97,"H","Security H"
"Security","DJI",0.11,0.15,"G","Security G"
"Security","DNK",3.03,-1.56,"H","Security H"
"Security","DOM",0.43,0.62,"G","Security G"
"Security","DZA",-1.67,-0.43,"E","Security E"
"Security","ECU",-0.15,1.12,"E","Security E"
"Security","EGY",-2.52,-0.61,"D","Security D"
"Security","ERI",-0.76,0.72,"E","Security E"
"Security","ESP",1.54,-1.81,"H","Security H"
"Security","EST",2.77,-1.5,"H","Security H"
"Security","ETH",-1.94,1.63,"F","Security F"
"Security","FIN",2.34,-0.36,"H","Security H"
"Security","FJI",0.88,0.8,"G","Security G"
"Security","FRA",1.65,-2.11,"H","Security H"
"Security","GAB",0.7,0.6,"G","Security G"
"Security","GBR",2.01,-2.37,"H","Security H"
"Security","GEO",-0.1,-0.39,"G","Security G"
"Security","GHA",0.41,0.99,"G","Security G"
"Security","GIN",-1.1,2.23,"F","Security F"
"Security","GMB",-0.32,2,"F","Security F"
"Security","GNB",-0.16,1.29,"E","Security E"
"Security","GRC",1.16,-2.06,"H","Security H"
"Security","GTM",-1.67,2.56,"F","Security F"
"Security","GUY",0.71,0.94,"G","Security G"
"Security","HND",-1.54,4.21,"F","Security F"
"Security","HRV",2.08,-1.3,"H","Security H"
"Security","HTI",-0.54,2.34,"F","Security F"
"Security","HUN",1.9,-0.85,"H","Security H"
"Security","IDN",-0.7,-0.21,"E","Security E"
"Security","IND",-1.93,0.04,"E","Security E"
"Security","IRL",1.44,-0.56,"H","Security H"
"Security","IRN",0.06,-0.41,"G","Security G"
"Security","IRQ",-5.31,-2.4,"B","Security B"
"Security","ISL",2.86,-0.38,"H","Security H"
"Security","ISR",-0.8,-3.06,"D","Security D"
"Security","ITA",1.01,-1.72,"H","Security H"
"Security","JAM",0.27,2,"F","Security F"
"Security","JOR",1.43,-0.79,"H","Security H"
"Security","JPN",2.03,-0.44,"H","Security H"
"Security","KAZ",0.57,0.6,"G","Security G"
"Security","KEN",-2.48,0.94,"C","Security C"
"Security","KGZ",0.35,0.95,"G","Security G"
"Security","KHM",0.15,0.43,"G","Security G"
"Security","KOR",1.96,-0.53,"H","Security H"
"Security","KWT",1.45,-0.59,"H","Security H"
"Security","LAO",0.47,0.68,"G","Security G"
"Security","LBN",-2.16,-1.56,"D","Security D"
"Security","LBR",-1.12,1.74,"F","Security F"
"Security","LBY",-5.06,-2.8,"B","Security B"
"Security","LKA",0.26,-0.63,"G","Security G"
"Security","LSO",0.18,2.35,"F","Security F"
"Security","LTU",2.4,-1.17,"H","Security H"
"Security","LUX",2.87,-1.59,"H","Security H"
"Security","LVA",2.02,-0.87,"H","Security H"
"Security","MAR",0.57,0.05,"G","Security G"
"Security","MDA",0.35,0.44,"G","Security G"
"Security","MDG",-0.31,1.38,"E","Security E"
"Security","MDV",0.91,0.82,"G","Security G"
"Security","MEX",-3.06,0.25,"C","Security C"
"Security","MKD",0.42,-0.06,"G","Security G"
"Security","MLI",-3.86,0.84,"C","Security C"
"Security","MMR",-1.75,0.44,"E","Security E"
"Security","MNE",1.11,-0.27,"G","Security G"
"Security","MNG",0.57,0.7,"G","Security G"
"Security","MOZ",-0.96,1.11,"E","Security E"
"Security","MRT",-0.59,0.73,"E","Security E"
"Security","MUS",1.1,1.11,"G","Security G"
"Security","MWI",0.57,1.6,"F","Security F"
"Security","MYS",0.55,-0.48,"G","Security G"
"Security","NAM",0.7,0.7,"G","Security G"
"Security","NER",-1.88,1.65,"F","Security F"
"Security","NGA",-4.25,0.51,"C","Security C"
"Security","NIC",-0.2,0.91,"E","Security E"
"Security","NLD",2.97,-1.66,"H","Security H"
"Security","NOR",2.47,-1.77,"H","Security H"
"Security","NPL",-0.91,0.09,"E","Security E"
"Security","NZL",1.74,-0.15,"H","Security H"
"Security","OMN",1.56,-0.71,"H","Security H"
"Security","PAK",-3.77,-0.76,"B","Security B"
"Security","PAN",0.27,1.88,"F","Security F"
"Security","PER",-0.97,0.55,"E","Security E"
"Security","PHL",-2.1,0.08,"E","Security E"
"Security","PNG",0.14,2.33,"F","Security F"
"Security","POL",2.23,-1.37,"H","Security H"
"Security","PRK",0.17,-0.11,"G","Security G"
"Security","PRT",2.71,-1.61,"H","Security H"
"Security","PRY",-0.66,0.75,"E","Security E"
"Security","PSE",-2.92,0.83,"C","Security C"
"Security","QAT",1.91,-0.64,"H","Security H"
"Security","ROU",1.73,-1.16,"H","Security H"
"Security","RUS",-0.45,-1.54,"D","Security D"
"Security","RWA",0.26,0.46,"G","Security G"
"Security","SAU",0.52,-1.29,"H","Security H"
"Security","SDN",-4.27,-0.89,"B","Security B"
"Security","SEN",-0.49,0.38,"E","Security E"
"Security","SGP",2.46,-1.3,"H","Security H"
"Security","SLB",-0.28,1.23,"E","Security E"
"Security","SLE",-1.23,1.74,"F","Security F"
"Security","SLV",0.1,2.09,"F","Security F"
"Security","SOM",-6.58,0.22,"B","Security B"
"Security","SRB",0.8,-0.04,"G","Security G"
"Security","SSD",-4.64,-1.35,"B","Security B"
"Security","STP",0.51,1.24,"F","Security F"
"Security","SUR",0.59,0.82,"G","Security G"
"Security","SVK",2.28,-1.55,"H","Security H"
"Security","SVN",2.69,-1.57,"H","Security H"
"Security","SWE",1.75,-0.64,"H","Security H"
"Security","SWZ",0.52,1.69,"F","Security F"
"Security","SYC",1.07,0.77,"G","Security G"
"Security","SYR",-9.18,-7.19,"A","Security A"
"Security","TCD",-1.43,1.05,"E","Security E"
"Security","TGO",0.2,1.4,"F","Security F"
"Security","THA",-0.93,-0.62,"E","Security E"
"Security","TJK",0.1,0.61,"G","Security G"
"Security","TKM",0.55,0.58,"G","Security G"
"Security","TLS",0.16,1.89,"F","Security F"
"Security","TTO",0.84,0.84,"G","Security G"
"Security","TUN",0.15,-0.08,"G","Security G"
"Security","TUR",-0.43,-1.88,"D","Security D"
"Security","TZA",-0.41,1.04,"E","Security E"
"Security","UGA",-2.49,0.55,"C","Security C"
"Security","UKR",-3.1,-2.61,"D","Security D"
"Security","URY",1.85,-0.66,"H","Security H"
"Security","USA",1.35,-2.11,"H","Security H"
"Security","UZB",0.67,0.17,"G","Security G"
"Security","VEN",-1.43,2.73,"F","Security F"
"Security","VNM",0.56,0.06,"G","Security G"
"Security","VUT",1.16,0.83,"G","Security G"
"Security","YEM",-5.57,-1.52,"B","Security B"
"Security","ZAF",0.09,0.93,"G","Security G"
"Security","ZMB",0.39,1.55,"F","Security F"
"Security","ZWE",0.1,0.72,"G","Security G"
"Societal","AFG",-2.21,-0.88,"B","Societal B"
"Societal","AGO",-2.27,-0.19,"B","Societal B"
"Societal","ALB",2.13,0.17,"G","Societal G"
"Societal","ARE",0.58,0.62,"F","Societal F"
"Societal","ARG",0.63,-0.7,"E","Societal E"
"Societal","ARM",0.54,0.6,"F","Societal F"
"Societal","AUS",2.31,0.67,"G","Societal G"
"Societal","AUT",3.22,1.06,"H","Societal H"
"Societal","AZE",-2.16,1.33,"A","Societal A"
"Societal","BDI",-2.84,0.38,"A","Societal A"
"Societal","BEL",3.45,0.84,"H","Societal H"
"Societal","BEN",0.94,-1.61,"E","Societal E"
"Societal","BFA",-0.13,-2.06,"E","Societal E"
"Societal","BGD",-0.92,0.06,"C","Societal C"
"Societal","BGR",2.02,0.95,"G","Societal G"
"Societal","BHR",0.06,0.7,"F","Societal F"
"Societal","BIH",1.01,1.06,"F","Societal F"
"Societal","BLR",0.3,2.06,"F","Societal F"
"Societal","BOL",-0.08,-1.04,"E","Societal E"
"Societal","BRA",0.23,-1.43,"E","Societal E"
"Societal","BRB",2.92,0.1,"H","Societal H"
"Societal","BTN",-0.71,-0.45,"D","Societal D"
"Societal","BWA",0.2,-1.68,"E","Societal E"
"Societal","CAF",-2.77,-1.19,"B","Societal B"
"Societal","CAN",2.45,0.48,"G","Societal G"
"Societal","CHE",3.15,0.57,"H","Societal H"
"Societal","CHL",0.91,-1.19,"E","Societal E"
"Societal","CHN",-2.2,1.45,"A","Societal A"
"Societal","CIV",-1.22,-1.29,"B","Societal B"
"Societal","CMR",-1.76,-0.44,"B","Societal B"
"Societal","COD",-3.1,-0.12,"A","Societal A"
"Societal","COG",-1.15,-0.69,"B","Societal B"
"Societal","COL",-1.05,-0.5,"B","Societal B"
"Societal","COM",0.02,-1.19,"E","Societal E"
"Societal","CPV",1.01,-1.64,"E","Societal E"
"Societal","CRI",1.78,-1.59,"E","Societal E"
"Societal","CUB",-0.98,2.69,"C","Societal C"
"Societal","CYP",2.05,1.1,"G","Societal G"
"Societal","CZE",3.2,1.1,"H","Societal H"
"Societal","DEU",3.63,1.46,"H","Societal H"
"Societal","DJI",-0.58,0.19,"D","Societal D"
"Societal","DNK",3.34,1.09,"H","Societal H"
"Societal","DOM",-0.04,-1.47,"E","Societal E"
"Societal","DZA",-1.67,1.33,"C","Societal C"
"Societal","ECU",-0.75,-0.45,"D","Societal D"
"Societal","EGY",-2.36,1.3,"A","Societal A"
"Societal","ERI",-3.64,1.15,"A","Societal A"
"Societal","ESP",3.19,0.73,"H","Societal H"
"Societal","EST",2.57,0.67,"G","Societal G"
"Societal","ETH",-2.38,1.01,"A","Societal A"
"Societal","FIN",3.22,0.95,"H","Societal H"
"Societal","FJI",0.27,-0.83,"E","Societal E"
"Societal","FRA",3.02,0.86,"H","Societal H"
"Societal","GAB",-0.27,-0.79,"D","Societal D"
"Societal","GBR",2.8,0.23,"H","Societal H"
"Societal","GEO",0.92,0.53,"F","Societal F"
"Societal","GHA",0.55,-1.49,"E","Societal E"
"Societal","GIN",-1.35,-0.46,"B","Societal B"
"Societal","GMB",-2.2,-0.62,"B","Societal B"
"Societal","GNB",-1.69,-0.7,"B","Societal B"
"Societal","GRC",2.39,0.79,"G","Societal G"
"Societal","GTM",-2.19,-0.43,"B","Societal B"
"Societal","GUY",1.02,-0.94,"E","Societal E"
"Societal","HND",-1.18,-1.02,"B","Societal B"
"Societal","HRV",2.33,1.02,"G","Societal G"
"Societal","HTI",-2.3,-1.41,"B","Societal B"
"Societal","HUN",1.92,0.78,"G","Societal G"
"Societal","IDN",-0.02,-0.57,"D","Societal D"
"Societal","IND",-0.28,-0.16,"D","Societal D"
"Societal","IRL",3.15,0.31,"H","Societal H"
"Societal","IRN",-2.84,1.59,"A","Societal A"
"Societal","IRQ",-2.81,0.56,"A","Societal A"
"Societal","ISL",3.32,0.59,"H","Societal H"
"Societal","ISR",1.02,0.73,"F","Societal F"
"Societal","ITA",3.11,0.42,"H","Societal H"
"Societal","JAM",0.69,-0.58,"E","Societal E"
"Societal","JOR",-1.4,0.59,"C","Societal C"
"Societal","JPN",2.82,0.57,"H","Societal H"
"Societal","KAZ",-0.08,0.8,"F","Societal F"
"Societal","KEN",-1.94,-1.98,"E","Societal E"
"Societal","KGZ",-0.41,-0.1,"D","Societal D"
"Societal","KHM",-1.99,0.78,"C","Societal C"
"Societal","KOR",2.46,0.82,"G","Societal G"
"Societal","KWT",-0.61,-0.84,"D","Societal D"
"Societal","LAO",-2.92,1.3,"A","Societal A"
"Societal","LBN",-0.63,-0.21,"D","Societal D"
"Societal","LBR",-0.45,-1.36,"E","Societal E"
"Societal","LBY",-1,1.37,"C","Societal C"
"Societal","LKA",-0.29,0.73,"F","Societal F"
"Societal","LSO",-0.3,-2.2,"E","Societal E"
"Societal","LTU",3.22,0.62,"H","Societal H"
"Societal","LUX",2.89,0.16,"H","Societal H"
"Societal","LVA",2.85,0.3,"H","Societal H"
"Societal","MAR",-0.01,-0.41,"D","Societal D"
"Societal","MDA",1.39,0.99,"G","Societal G"
"Societal","MDG",-1.24,-1.39,"B","Societal B"
"Societal","MDV",-1.17,-0.03,"C","Societal C"
"Societal","MEX",-1.22,0.09,"C","Societal C"
"Societal","MKD",0.85,1.53,"F","Societal F"
"Societal","MLI",-0.29,-1.81,"E","Societal E"
"Societal","MMR",-2.14,1.66,"A","Societal A"
"Societal","MNE",1.43,0.69,"G","Societal G"
"Societal","MNG",1.78,-0.47,"G","Societal G"
"Societal","MOZ",-0.33,-1.55,"E","Societal E"
"Societal","MRT",-1.41,-0.33,"B","Societal B"
"Societal","MUS",1.97,-0.22,"G","Societal G"
"Societal","MWI",-0.02,-1.38,"E","Societal E"
"Societal","MYS",-0.68,1.04,"F","Societal F"
"Societal","NAM",-0.19,-3.35,"E","Societal E"
"Societal","NER",-1.03,-2.37,"E","Societal E"
"Societal","NGA",-0.91,-1.09,"B","Societal B"
"Societal","NIC",-0.52,-0.64,"D","Societal D"
"Societal","NLD",3.06,0.98,"H","Societal H"
"Societal","NOR",3.43,0.31,"H","Societal H"
"Societal","NPL",-0.55,-0.94,"D","Societal D"
"Societal","NZL",3.15,-0.16,"H","Societal H"
"Societal","OMN",-1.55,-1.45,"B","Societal B"
"Societal","PAK",-1.68,0.81,"C","Societal C"
"Societal","PAN",0.53,-1.59,"E","Societal E"
"Societal","PER",-0.11,-0.56,"D","Societal D"
"Societal","PHL",-0.25,-0.4,"D","Societal D"
"Societal","PNG",-0.46,-1.41,"E","Societal E"
"Societal","POL",2.83,0.61,"H","Societal H"
"Societal","PRK",-2.89,2.15,"A","Societal A"
"Societal","PRT",2.9,0.14,"H","Societal H"
"Societal","PRY",-1.03,-0.78,"B","Societal B"
"Societal","PSE",-2.92,0.86,"A","Societal A"
"Societal","QAT",-2.36,0.5,"C","Societal C"
"Societal","ROU",1.28,0.13,"F","Societal F"
"Societal","RUS",-1.05,1.56,"C","Societal C"
"Societal","RWA",-1.44,-0.67,"B","Societal B"
"Societal","SAU",-2.27,1.63,"A","Societal A"
"Societal","SDN",-3.88,1.35,"A","Societal A"
"Societal","SEN",0.2,-1.27,"E","Societal E"
"Societal","SGP",2.5,0.65,"G","Societal G"
"Societal","SLB",0.31,-1.97,"E","Societal E"
"Societal","SLE",-0.28,-1.2,"E","Societal E"
"Societal","SLV",-0.29,-0.36,"D","Societal D"
"Societal","SOM",-4.42,0.85,"A","Societal A"
"Societal","SRB",1.54,0.92,"G","Societal G"
"Societal","SSD",-4.07,0.82,"A","Societal A"
"Societal","STP",0.43,-1.59,"E","Societal E"
"Societal","SUR",1.23,-1.53,"E","Societal E"
"Societal","SVK",2.63,1.05,"G","Societal G"
"Societal","SVN",3.49,1.27,"H","Societal H"
"Societal","SWE",3.39,1.01,"H","Societal H"
"Societal","SWZ",-1.98,0.37,"C","Societal C"
"Societal","SYC",0.53,-0.9,"E","Societal E"
"Societal","SYR",-4.71,2.14,"A","Societal A"
"Societal","TCD",-2.86,0.45,"A","Societal A"
"Societal","TGO",-0.56,-0.49,"D","Societal D"
"Societal","THA",-2.77,1.48,"A","Societal A"
"Societal","TJK",-1.59,1.58,"C","Societal C"
"Societal","TKM",-2.68,2.98,"A","Societal A"
"Societal","TLS",-0.43,-1.57,"E","Societal E"
"Societal","TTO",2.36,-0.3,"G","Societal G"
"Societal","TUN",0.82,0.25,"F","Societal F"
"Societal","TUR",-1.29,0.87,"C","Societal C"
"Societal","TZA",-0.84,-0.95,"B","Societal B"
"Societal","UGA",-1.61,-0.97,"B","Societal B"
"Societal","UKR",-0.18,1.21,"F","Societal F"
"Societal","URY",2.43,-0.93,"G","Societal G"
"Societal","USA",1.42,-0.52,"G","Societal G"
"Societal","UZB",-2.1,1.61,"A","Societal A"
"Societal","VEN",-1.53,0.38,"C","Societal C"
"Societal","VNM",-1,1.19,"C","Societal C"
"Societal","VUT",1.18,-2.04,"E","Societal E"
"Societal","YEM",-3.73,0.65,"A","Societal A"
"Societal","ZAF",0.72,-1.78,"E","Societal E"
"Societal","ZMB",-0.54,-1.87,"E","Societal E"
"Societal","ZWE",-2.35,-1.31,"B","Societal B"
